class,compound,bottle,replicate,value,average
Phenols,4-prop-2-enylphenol,Tres Generaciones Plata,3,0.013777976188746956,0.02
Phenols,4-prop-2-enylphenol,Tres Generaciones Plata,4,0.019222088345005828,0.02
Phenols,4-prop-2-enylphenol,Tres Generaciones Plata,5,0.018574979613333726,0.02
Phenols,4-prop-2-enylphenol,1800 Anejo,1,0.007260415741881495,0.014
Phenols,4-prop-2-enylphenol,1800 Anejo,2,0.018192181396267267,0.014
Phenols,4-prop-2-enylphenol,1800 Anejo,3,0.015314089784378551,0.014
Phenols,4-prop-2-enylphenol,1800 Anejo,4,0.009394555955489069,0.014
Phenols,4-prop-2-enylphenol,1800 Anejo,5,0.01823507685746519,0.014
Phenols,4-prop-2-enylphenol,Jose Cuervo Especial,1,0.017224981029574336,0.016
Phenols,4-prop-2-enylphenol,Jose Cuervo Especial,2,0.010515299992272242,0.016
Phenols,4-prop-2-enylphenol,Jose Cuervo Especial,3,0.01820758543734713,0.016
Phenols,4-prop-2-enylphenol,Jose Cuervo Especial,4,0.015567873913573936,0.016
Phenols,4-prop-2-enylphenol,Jose Cuervo Especial,5,0.010401396305235622,0.016
Phenols,4-prop-2-enylphenol,Herradura Reposado,1,0.022625913592309373,0.016
Phenols,4-prop-2-enylphenol,Herradura Reposado,2,0.013601271143591623,0.016
Phenols,4-prop-2-enylphenol,Herradura Reposado,3,0.005874113236483361,0.016
Phenols,4-prop-2-enylphenol,Herradura Reposado,4,0.019925413212702824,0.016
Phenols,4-prop-2-enylphenol,Herradura Reposado,5,0.006333409654068759,0.016
Phenols,4-prop-2-enylphenol,Milagro Select Barrel Reserve Reposado,1,0.037406244410448264,0.019
Phenols,4-prop-2-enylphenol,Milagro Select Barrel Reserve Reposado,2,0.0024461390173424365,0.019
Phenols,4-prop-2-enylphenol,Milagro Select Barrel Reserve Reposado,3,0.033845095639878225,0.019
Phenols,4-prop-2-enylphenol,Milagro Select Barrel Reserve Reposado,4,0.03315433994499305,0.019
Phenols,4-prop-2-enylphenol,Milagro Select Barrel Reserve Reposado,5,0.014121416015065703,0.019
Phenols,4-prop-2-enylphenol,Siete Leguas Reposado,1,0.010879781111329302,0.014
Phenols,4-prop-2-enylphenol,Siete Leguas Reposado,2,0.016589121987490834,0.014
Phenols,4-prop-2-enylphenol,Siete Leguas Reposado,3,0.013854969516975546,0.014
Phenols,4-prop-2-enylphenol,Siete Leguas Reposado,4,0.009860327443815918,0.014
Phenols,4-prop-2-enylphenol,Siete Leguas Reposado,5,0.01747038087119759,0.014
Phenols,4-prop-2-enylphenol,Clase Azul Reposado,1,0.012979984199019138,0.015
Phenols,4-prop-2-enylphenol,Clase Azul Reposado,2,0.01758457250002815,0.015
Phenols,4-prop-2-enylphenol,Clase Azul Reposado,3,0.022346679318822678,0.015
Phenols,4-prop-2-enylphenol,Clase Azul Reposado,4,0.00785290347185896,0.015
Phenols,4-prop-2-enylphenol,Clase Azul Reposado,5,0.0031570450196730503,0.015
Phenols,4-prop-2-enylphenol,Corralejo Reposado,1,0.009952364196004274,0.01
Phenols,4-prop-2-enylphenol,Corralejo Reposado,2,0.013630558287188906,0.01
Phenols,4-prop-2-enylphenol,Corralejo Reposado,3,0.01101060028545785,0.01
Phenols,4-prop-2-enylphenol,Corralejo Reposado,4,0.007616106523147549,0.01
Phenols,4-prop-2-enylphenol,Corralejo Reposado,5,0.009462666608470062,0.01
Phenols,4-prop-2-enylphenol,Avion Silver Reposado,1,0.009616376471391068,0.01
Phenols,4-prop-2-enylphenol,Avion Silver Reposado,2,0.014218354998235271,0.01
Phenols,4-prop-2-enylphenol,Avion Silver Reposado,3,0.009930526120607831,0.01
Phenols,4-prop-2-enylphenol,Avion Silver Reposado,4,0.008926047399136557,0.01
Phenols,4-prop-2-enylphenol,Avion Silver Reposado,5,0.010676079280048337,0.01
Furans,1-(2-furanyl)ethanone,Cazadores Anejo,1,0.09593956727819064,0.089
Furans,1-(2-furanyl)ethanone,Cazadores Anejo,2,0.0637071052623882,0.089
Furans,1-(2-furanyl)ethanone,Cazadores Anejo,3,0.10152282212756489,0.089
Furans,1-(2-furanyl)ethanone,Cazadores Anejo,4,0.0723172169670588,0.089
Furans,1-(2-furanyl)ethanone,Cazadores Anejo,5,0.08811120227554946,0.089
Furans,1-(2-furanyl)ethanone,El Jimador Anejo,1,0.11707701365131547,0.113
Furans,1-(2-furanyl)ethanone,El Jimador Anejo,2,0.1212078590318836,0.113
Furans,1-(2-furanyl)ethanone,El Jimador Anejo,3,0.10640443335558201,0.113
Furans,1-(2-furanyl)ethanone,El Jimador Anejo,4,0.1060792966123467,0.113
Furans,1-(2-furanyl)ethanone,El Jimador Anejo,5,0.12077526632246031,0.113
Furans,1-(2-furanyl)ethanone,Cabo Wabo Blanco,1,0.1408530350408354,0.142
Furans,1-(2-furanyl)ethanone,Cabo Wabo Blanco,2,0.14319493758607643,0.142
Furans,1-(2-furanyl)ethanone,Cabo Wabo Blanco,3,0.15057417504387402,0.142
Furans,1-(2-furanyl)ethanone,Cabo Wabo Blanco,4,0.14654796171683995,0.142
Furans,1-(2-furanyl)ethanone,Cabo Wabo Blanco,5,0.13189840081695017,0.142
Furans,1-(2-furanyl)ethanone,Don Julio Blanco,1,0.1405880879211307,0.111
Furans,1-(2-furanyl)ethanone,Don Julio Blanco,2,0.17635174120394934,0.111
Furans,1-(2-furanyl)ethanone,Don Julio Blanco,3,0.1729192218811117,0.111
Furans,1-(2-furanyl)ethanone,Don Julio Blanco,4,0.16174857954284366,0.111
Furans,1-(2-furanyl)ethanone,Don Julio Blanco,5,0.08220651626696897,0.111
Furans,1-(2-furanyl)ethanone,Espolon Blanco,1,0.15390839903597212,0.15
Furans,1-(2-furanyl)ethanone,Espolon Blanco,2,0.1490276212872653,0.15
Furans,1-(2-furanyl)ethanone,Espolon Blanco,3,0.17411445313934185,0.15
Furans,1-(2-furanyl)ethanone,Espolon Blanco,4,0.1638878568396634,0.15
Furans,1-(2-furanyl)ethanone,Espolon Blanco,5,0.141935002793495,0.15
Furans,1-(2-furanyl)ethanone,Patron Silver,1,0.15315393230575525,0.149
Furans,1-(2-furanyl)ethanone,Patron Silver,2,0.15402171145998683,0.149
Furans,1-(2-furanyl)ethanone,Patron Silver,3,0.1415658335841933,0.149
Furans,1-(2-furanyl)ethanone,Patron Silver,4,0.14715544883848186,0.149
Furans,1-(2-furanyl)ethanone,Patron Silver,5,0.14688936437378644,0.149
Furans,1-(2-furanyl)ethanone,Casa Noble Crystal,1,0.15150916952361074,0.153
Furans,1-(2-furanyl)ethanone,Casa Noble Crystal,2,0.15556764619436902,0.153
Furans,1-(2-furanyl)ethanone,Casa Noble Crystal,3,0.15080280780215213,0.153
Furans,1-(2-furanyl)ethanone,Casa Noble Crystal,4,0.16028717695316486,0.153
Furans,1-(2-furanyl)ethanone,Casa Noble Crystal,5,0.1548634567171572,0.153
Furans,1-(2-furanyl)ethanone,Tres Generaciones Plata,1,0.14993668017106132,0.153
Furans,1-(2-furanyl)ethanone,Tres Generaciones Plata,2,0.16524468920790983,0.153
Furans,1-(2-furanyl)ethanone,Tres Generaciones Plata,3,0.14474770605711484,0.153
Furans,1-(2-furanyl)ethanone,Tres Generaciones Plata,4,0.16501793892590233,0.153
Furans,1-(2-furanyl)ethanone,Tres Generaciones Plata,5,0.1517580046830976,0.153
Furans,1-(2-furanyl)ethanone,1800 Anejo,1,0.12629754798221088,0.153
Furans,1-(2-furanyl)ethanone,1800 Anejo,2,0.1405151156540937,0.153
Furans,1-(2-furanyl)ethanone,1800 Anejo,3,0.1670873219903858,0.153
Furans,1-(2-furanyl)ethanone,1800 Anejo,4,0.13414700350126918,0.153
Furans,1-(2-furanyl)ethanone,1800 Anejo,5,0.1850124120493425,0.153
Furans,1-(2-furanyl)ethanone,Jose Cuervo Especial,1,0.11242766671473906,0.153
Furans,1-(2-furanyl)ethanone,Jose Cuervo Especial,2,0.13877758881187213,0.153
Furans,1-(2-furanyl)ethanone,Jose Cuervo Especial,3,0.1382071254486162,0.153
Furans,1-(2-furanyl)ethanone,Jose Cuervo Especial,4,0.1614918939382059,0.153
Furans,1-(2-furanyl)ethanone,Jose Cuervo Especial,5,0.16983818450744168,0.153
Furans,1-(2-furanyl)ethanone,Herradura Reposado,1,0.1158468455903619,0.118
Furans,1-(2-furanyl)ethanone,Herradura Reposado,2,0.11730392963449078,0.118
Furans,1-(2-furanyl)ethanone,Herradura Reposado,3,0.11814998773855237,0.118
Furans,1-(2-furanyl)ethanone,Herradura Reposado,4,0.12076801187376694,0.118
Furans,1-(2-furanyl)ethanone,Herradura Reposado,5,0.12039947042073892,0.118
Furans,1-(2-furanyl)ethanone,Milagro Select Barrel Reserve Reposado,1,0.11433175250389727,0.111
Furans,1-(2-furanyl)ethanone,Milagro Select Barrel Reserve Reposado,2,0.11099853721579661,0.111
Furans,1-(2-furanyl)ethanone,Milagro Select Barrel Reserve Reposado,3,0.11118043357563114,0.111
Furans,1-(2-furanyl)ethanone,Milagro Select Barrel Reserve Reposado,4,0.10665688199456985,0.111
Furans,1-(2-furanyl)ethanone,Milagro Select Barrel Reserve Reposado,5,0.11496316833012016,0.111
Furans,1-(2-furanyl)ethanone,Siete Leguas Reposado,1,0.1180121433733499,0.117
Furans,1-(2-furanyl)ethanone,Siete Leguas Reposado,2,0.1313322947228185,0.117
Furans,1-(2-furanyl)ethanone,Siete Leguas Reposado,3,0.10926463079365477,0.117
Furans,1-(2-furanyl)ethanone,Siete Leguas Reposado,4,0.12376484849091653,0.117
Furans,1-(2-furanyl)ethanone,Siete Leguas Reposado,5,0.13269017912784323,0.117
Furans,1-(2-furanyl)ethanone,Clase Azul Reposado,1,0.12422884650846827,0.116
Furans,1-(2-furanyl)ethanone,Clase Azul Reposado,2,0.11845137275713696,0.116
Furans,1-(2-furanyl)ethanone,Clase Azul Reposado,3,0.11402261270803457,0.116
Furans,1-(2-furanyl)ethanone,Clase Azul Reposado,4,0.10528792151012725,0.116
Furans,1-(2-furanyl)ethanone,Clase Azul Reposado,5,0.09633408239987375,0.116
Furans,1-(2-furanyl)ethanone,Corralejo Reposado,1,0.09043985450456345,0.105
Furans,1-(2-furanyl)ethanone,Corralejo Reposado,2,0.1130530948883931,0.105
Furans,1-(2-furanyl)ethanone,Corralejo Reposado,3,0.12421435895865962,0.105
Furans,1-(2-furanyl)ethanone,Corralejo Reposado,4,0.1380005620475787,0.105
Furans,1-(2-furanyl)ethanone,Corralejo Reposado,5,0.07849013521149655,0.105
Furans,1-(2-furanyl)ethanone,Avion Silver Reposado,1,0.1185177734538882,0.116
Furans,1-(2-furanyl)ethanone,Avion Silver Reposado,2,0.11197013964261684,0.116
Furans,1-(2-furanyl)ethanone,Avion Silver Reposado,3,0.12489656144151315,0.116
Furans,1-(2-furanyl)ethanone,Avion Silver Reposado,4,0.10494176658411264,0.116
Furans,1-(2-furanyl)ethanone,Avion Silver Reposado,5,0.11652473376613011,0.116
Furans,2-methyltetrahydrofuran-3-one,Cazadores Anejo,1,0.02037367085394669,0.051
Furans,2-methyltetrahydrofuran-3-one,Cazadores Anejo,2,0.06853274063553395,0.051
Furans,2-methyltetrahydrofuran-3-one,Cazadores Anejo,3,0.08179245063903796,0.051
Furans,2-methyltetrahydrofuran-3-one,Cazadores Anejo,4,0.026918577547607944,0.051
Furans,2-methyltetrahydrofuran-3-one,Cazadores Anejo,5,0.04517802211472235,0.051
Furans,2-methyltetrahydrofuran-3-one,El Jimador Anejo,1,0.06721088814785713,0.066
Furans,2-methyltetrahydrofuran-3-one,El Jimador Anejo,2,0.069833455097024,0.066
Furans,2-methyltetrahydrofuran-3-one,El Jimador Anejo,3,0.05347191066884703,0.066
Furans,2-methyltetrahydrofuran-3-one,El Jimador Anejo,4,0.07507546633879923,0.066
Furans,2-methyltetrahydrofuran-3-one,El Jimador Anejo,5,0.06475397752361887,0.066
Furans,2-methyltetrahydrofuran-3-one,Cabo Wabo Blanco,1,0.08924583520583339,0.089
Furans,2-methyltetrahydrofuran-3-one,Cabo Wabo Blanco,2,0.08862293864031882,0.089
Furans,2-methyltetrahydrofuran-3-one,Cabo Wabo Blanco,3,0.08679047557670103,0.089
Furans,2-methyltetrahydrofuran-3-one,Cabo Wabo Blanco,4,0.09006382290570289,0.089
Furans,2-methyltetrahydrofuran-3-one,Cabo Wabo Blanco,5,0.08904741233001076,0.089
Furans,2-methyltetrahydrofuran-3-one,Don Julio Blanco,1,0.13276987936044385,0.091
Furans,2-methyltetrahydrofuran-3-one,Don Julio Blanco,2,0.11585703221663946,0.091
Furans,2-methyltetrahydrofuran-3-one,Don Julio Blanco,3,0.06395871172919905,0.091
Furans,2-methyltetrahydrofuran-3-one,Don Julio Blanco,4,0.06664835741531663,0.091
Furans,2-methyltetrahydrofuran-3-one,Don Julio Blanco,5,0.07763403330000482,0.091
Furans,2-methyltetrahydrofuran-3-one,Espolon Blanco,1,0.09622394664924247,0.111
Furans,2-methyltetrahydrofuran-3-one,Espolon Blanco,2,0.10172906958395528,0.111
Furans,2-methyltetrahydrofuran-3-one,Espolon Blanco,3,0.1661025546844884,0.111
Furans,2-methyltetrahydrofuran-3-one,Espolon Blanco,4,0.1597942986173864,0.111
Furans,2-methyltetrahydrofuran-3-one,Espolon Blanco,5,0.08186410098855663,0.111
Furans,2-methyltetrahydrofuran-3-one,Patron Silver,1,0.1390324962323075,0.098
Furans,2-methyltetrahydrofuran-3-one,Patron Silver,2,0.04893002803333452,0.098
Furans,2-methyltetrahydrofuran-3-one,Patron Silver,3,0.014401039179961106,0.098
Furans,2-methyltetrahydrofuran-3-one,Patron Silver,4,0.0758461831266715,0.098
Furans,2-methyltetrahydrofuran-3-one,Patron Silver,5,0.14981655732967558,0.098
Furans,2-methyltetrahydrofuran-3-one,Casa Noble Crystal,1,0.12571980107532638,0.105
Furans,2-methyltetrahydrofuran-3-one,Casa Noble Crystal,2,0.10646482296984047,0.105
Furans,2-methyltetrahydrofuran-3-one,Casa Noble Crystal,3,0.11571045925937803,0.105
Furans,2-methyltetrahydrofuran-3-one,Casa Noble Crystal,4,0.10633594936394655,0.105
Furans,2-methyltetrahydrofuran-3-one,Casa Noble Crystal,5,0.1356707082329317,0.105
Furans,2-methyltetrahydrofuran-3-one,Tres Generaciones Plata,1,0.09919240728637171,0.096
Furans,2-methyltetrahydrofuran-3-one,Tres Generaciones Plata,2,0.07653887219260876,0.096
Furans,2-methyltetrahydrofuran-3-one,Tres Generaciones Plata,3,0.11402099534847931,0.096
Furans,2-methyltetrahydrofuran-3-one,Tres Generaciones Plata,4,0.06434580696656278,0.096
Furans,2-methyltetrahydrofuran-3-one,Tres Generaciones Plata,5,0.10054989878504145,0.096
Furans,2-methyltetrahydrofuran-3-one,1800 Anejo,1,0.09773088666009541,0.1
Furans,2-methyltetrahydrofuran-3-one,1800 Anejo,2,0.09570226712634584,0.1
Furans,2-methyltetrahydrofuran-3-one,1800 Anejo,3,0.09911569467436616,0.1
Furans,2-methyltetrahydrofuran-3-one,1800 Anejo,4,0.09646728255571929,0.1
Furans,2-methyltetrahydrofuran-3-one,1800 Anejo,5,0.1002525956884498,0.1
Furans,2-methyltetrahydrofuran-3-one,Jose Cuervo Especial,1,0.1117671381399712,0.102
Furans,2-methyltetrahydrofuran-3-one,Jose Cuervo Especial,2,0.10738445392545,0.102
Furans,2-methyltetrahydrofuran-3-one,Jose Cuervo Especial,3,0.11000860525369292,0.102
Furans,2-methyltetrahydrofuran-3-one,Jose Cuervo Especial,4,0.10566799621312996,0.102
Furans,2-methyltetrahydrofuran-3-one,Jose Cuervo Especial,5,0.10214520095167712,0.102
Furans,2-methyltetrahydrofuran-3-one,Herradura Reposado,1,0.09853747858893429,0.119
Furans,2-methyltetrahydrofuran-3-one,Herradura Reposado,2,0.13609057868900085,0.119
Furans,2-methyltetrahydrofuran-3-one,Herradura Reposado,3,0.14075834881952515,0.119
Furans,2-methyltetrahydrofuran-3-one,Herradura Reposado,4,0.12248520817000824,0.119
Furans,2-methyltetrahydrofuran-3-one,Herradura Reposado,5,0.12317331753956924,0.119
Furans,2-methyltetrahydrofuran-3-one,Milagro Select Barrel Reserve Reposado,1,0.10277796097918562,0.108
Furans,2-methyltetrahydrofuran-3-one,Milagro Select Barrel Reserve Reposado,2,0.09407729599056856,0.108
Furans,2-methyltetrahydrofuran-3-one,Milagro Select Barrel Reserve Reposado,3,0.1428679413507291,0.108
Furans,2-methyltetrahydrofuran-3-one,Milagro Select Barrel Reserve Reposado,4,0.12531592734948085,0.108
Furans,2-methyltetrahydrofuran-3-one,Milagro Select Barrel Reserve Reposado,5,0.11233662837283748,0.108
Furans,2-methyltetrahydrofuran-3-one,Siete Leguas Reposado,1,0.08950155087048811,0.112
Furans,2-methyltetrahydrofuran-3-one,Siete Leguas Reposado,2,0.14194522500750437,0.112
Furans,2-methyltetrahydrofuran-3-one,Siete Leguas Reposado,3,0.10541591942895714,0.112
Furans,2-methyltetrahydrofuran-3-one,Siete Leguas Reposado,4,0.115337315035925,0.112
Furans,2-methyltetrahydrofuran-3-one,Siete Leguas Reposado,5,0.0994214467868167,0.112
Furans,2-methyltetrahydrofuran-3-one,Clase Azul Reposado,1,0.09683146934444754,0.105
Furans,2-methyltetrahydrofuran-3-one,Clase Azul Reposado,2,0.12100434944490993,0.105
Furans,2-methyltetrahydrofuran-3-one,Clase Azul Reposado,3,0.09513979369109865,0.105
Furans,2-methyltetrahydrofuran-3-one,Clase Azul Reposado,4,0.13039837976577104,0.105
Furans,2-methyltetrahydrofuran-3-one,Clase Azul Reposado,5,0.10236000441259874,0.105
Furans,2-methyltetrahydrofuran-3-one,Corralejo Reposado,1,0.10378889048364853,0.09
Furans,2-methyltetrahydrofuran-3-one,Corralejo Reposado,2,0.07913003119792766,0.09
Furans,2-methyltetrahydrofuran-3-one,Corralejo Reposado,3,0.06794026679042697,0.09
Furans,2-methyltetrahydrofuran-3-one,Corralejo Reposado,4,0.10406775250055694,0.09
Furans,2-methyltetrahydrofuran-3-one,Corralejo Reposado,5,0.11430563643765448,0.09
Furans,2-methyltetrahydrofuran-3-one,Avion Silver Reposado,1,0.09523017385595263,0.098
Furans,2-methyltetrahydrofuran-3-one,Avion Silver Reposado,2,0.09042428526521841,0.098
Furans,2-methyltetrahydrofuran-3-one,Avion Silver Reposado,3,0.09504299576120574,0.098
Furans,2-methyltetrahydrofuran-3-one,Avion Silver Reposado,4,0.0941526909490456,0.098
Furans,2-methyltetrahydrofuran-3-one,Avion Silver Reposado,5,0.09722066181510287,0.098
Furans,5-methylfuran-2-carboxaldehyde,Cazadores Anejo,1,0.8828017432286732,0.506
Furans,5-methylfuran-2-carboxaldehyde,Cazadores Anejo,2,0.47789392316428514,0.506
Furans,5-methylfuran-2-carboxaldehyde,Cazadores Anejo,3,0.046814140883756905,0.506
Furans,5-methylfuran-2-carboxaldehyde,Cazadores Anejo,4,0.36383497678577925,0.506
Furans,5-methylfuran-2-carboxaldehyde,Cazadores Anejo,5,0.40433056711129706,0.506
Furans,5-methylfuran-2-carboxaldehyde,El Jimador Anejo,1,0.67704496040496,0.696
Furans,5-methylfuran-2-carboxaldehyde,El Jimador Anejo,2,0.7715107295601837,0.696
Furans,5-methylfuran-2-carboxaldehyde,El Jimador Anejo,3,0.6261253937920197,0.696
Furans,5-methylfuran-2-carboxaldehyde,El Jimador Anejo,4,0.7933624246478356,0.696
Furans,5-methylfuran-2-carboxaldehyde,El Jimador Anejo,5,0.7236910772391815,0.696
Furans,5-methylfuran-2-carboxaldehyde,Cabo Wabo Blanco,1,1.0333158131152342,0.946
Furans,5-methylfuran-2-carboxaldehyde,Cabo Wabo Blanco,2,0.8317110293987818,0.946
Furans,5-methylfuran-2-carboxaldehyde,Cabo Wabo Blanco,3,0.9926486686276143,0.946
Furans,5-methylfuran-2-carboxaldehyde,Cabo Wabo Blanco,4,0.9562681308580063,0.946
Furans,5-methylfuran-2-carboxaldehyde,Cabo Wabo Blanco,5,1.0221492200684184,0.946
Furans,5-methylfuran-2-carboxaldehyde,Don Julio Blanco,1,1.0105182209472547,0.925
Furans,5-methylfuran-2-carboxaldehyde,Don Julio Blanco,2,0.774234106344395,0.925
Furans,5-methylfuran-2-carboxaldehyde,Don Julio Blanco,3,0.9690179210882873,0.925
Furans,5-methylfuran-2-carboxaldehyde,Don Julio Blanco,4,0.8298476109927615,0.925
Furans,5-methylfuran-2-carboxaldehyde,Don Julio Blanco,5,0.8761256872441359,0.925
Furans,5-methylfuran-2-carboxaldehyde,Espolon Blanco,1,0.9723815694986053,1.109
Furans,5-methylfuran-2-carboxaldehyde,Espolon Blanco,2,1.2429697061963163,1.109
Furans,5-methylfuran-2-carboxaldehyde,Espolon Blanco,3,1.0351225217354365,1.109
Furans,5-methylfuran-2-carboxaldehyde,Espolon Blanco,4,1.2780040328869293,1.109
Furans,5-methylfuran-2-carboxaldehyde,Espolon Blanco,5,1.1318023532269186,1.109
Furans,5-methylfuran-2-carboxaldehyde,Patron Silver,1,1.3289387598532398,1.211
Furans,5-methylfuran-2-carboxaldehyde,Patron Silver,2,1.1224863023080067,1.211
Furans,5-methylfuran-2-carboxaldehyde,Patron Silver,3,1.282187144099239,1.211
Furans,5-methylfuran-2-carboxaldehyde,Patron Silver,4,1.4448404497042988,1.211
Furans,5-methylfuran-2-carboxaldehyde,Patron Silver,5,1.3367607860164263,1.211
Furans,5-methylfuran-2-carboxaldehyde,Casa Noble Crystal,1,1.289096816963488,1.221
Furans,5-methylfuran-2-carboxaldehyde,Casa Noble Crystal,2,1.1379189732716486,1.221
Furans,5-methylfuran-2-carboxaldehyde,Casa Noble Crystal,3,1.2233994745869587,1.221
Furans,5-methylfuran-2-carboxaldehyde,Casa Noble Crystal,4,1.2777234771065318,1.221
Furans,5-methylfuran-2-carboxaldehyde,Casa Noble Crystal,5,1.2238372199742282,1.221
Furans,5-methylfuran-2-carboxaldehyde,Tres Generaciones Plata,1,1.4128113898532848,1.224
Furans,5-methylfuran-2-carboxaldehyde,Tres Generaciones Plata,2,1.318896187494757,1.224
Furans,5-methylfuran-2-carboxaldehyde,Tres Generaciones Plata,3,1.0897239229752973,1.224
Furans,5-methylfuran-2-carboxaldehyde,Tres Generaciones Plata,4,1.2842024700474197,1.224
Furans,5-methylfuran-2-carboxaldehyde,Tres Generaciones Plata,5,1.1694502624175784,1.224
Furans,5-methylfuran-2-carboxaldehyde,1800 Anejo,1,1.2308351000237794,1.21
Furans,5-methylfuran-2-carboxaldehyde,1800 Anejo,2,1.1693327462295067,1.21
Furans,5-methylfuran-2-carboxaldehyde,1800 Anejo,3,1.2052444461007235,1.21
Furans,5-methylfuran-2-carboxaldehyde,1800 Anejo,4,1.089340210788829,1.21
Furans,5-methylfuran-2-carboxaldehyde,1800 Anejo,5,1.224282499410711,1.21
Furans,5-methylfuran-2-carboxaldehyde,Jose Cuervo Especial,1,1.352455411938365,1.214
Furans,5-methylfuran-2-carboxaldehyde,Jose Cuervo Especial,2,1.2721483463905103,1.214
Furans,5-methylfuran-2-carboxaldehyde,Jose Cuervo Especial,3,1.2800519794636438,1.214
Furans,5-methylfuran-2-carboxaldehyde,Jose Cuervo Especial,4,1.1765573378290493,1.214
Furans,5-methylfuran-2-carboxaldehyde,Jose Cuervo Especial,5,1.0609419536531555,1.214
Furans,5-methylfuran-2-carboxaldehyde,Herradura Reposado,1,1.3337870529731661,0.328
Furans,5-methylfuran-2-carboxaldehyde,Herradura Reposado,2,0.5945795546636978,0.328
Furans,5-methylfuran-2-carboxaldehyde,Herradura Reposado,3,0.27614950254272363,0.328
Furans,5-methylfuran-2-carboxaldehyde,Herradura Reposado,4,0.4135166652019834,0.328
Furans,5-methylfuran-2-carboxaldehyde,Herradura Reposado,5,0.8647217814325596,0.328
Furans,5-methylfuran-2-carboxaldehyde,Milagro Select Barrel Reserve Reposado,1,1.3971896774825288,0.636
Furans,5-methylfuran-2-carboxaldehyde,Milagro Select Barrel Reserve Reposado,2,0.5774224212997783,0.636
Furans,5-methylfuran-2-carboxaldehyde,Milagro Select Barrel Reserve Reposado,3,0.194974381596895,0.636
Furans,5-methylfuran-2-carboxaldehyde,Milagro Select Barrel Reserve Reposado,4,0.4169680507571627,0.636
Furans,5-methylfuran-2-carboxaldehyde,Milagro Select Barrel Reserve Reposado,5,1.0645636752875867,0.636
Furans,5-methylfuran-2-carboxaldehyde,Siete Leguas Reposado,1,1.155510818743104,0.996
Furans,5-methylfuran-2-carboxaldehyde,Siete Leguas Reposado,2,0.9793446038356726,0.996
Furans,5-methylfuran-2-carboxaldehyde,Siete Leguas Reposado,3,0.9612579492234483,0.996
Furans,5-methylfuran-2-carboxaldehyde,Siete Leguas Reposado,4,1.0351314715792483,0.996
Furans,5-methylfuran-2-carboxaldehyde,Siete Leguas Reposado,5,1.04009393417927,0.996
Furans,5-methylfuran-2-carboxaldehyde,Clase Azul Reposado,1,0.9464096352013769,0.999
Furans,5-methylfuran-2-carboxaldehyde,Clase Azul Reposado,2,1.1080318056530691,0.999
Furans,5-methylfuran-2-carboxaldehyde,Clase Azul Reposado,3,1.1633574443598416,0.999
Furans,5-methylfuran-2-carboxaldehyde,Clase Azul Reposado,4,1.0886491198390316,0.999
Furans,5-methylfuran-2-carboxaldehyde,Clase Azul Reposado,5,0.9675447674841228,0.999
Furans,5-methylfuran-2-carboxaldehyde,Corralejo Reposado,1,1.1093488464324164,0.539
Furans,5-methylfuran-2-carboxaldehyde,Corralejo Reposado,2,1.6560942172344477,0.539
Furans,5-methylfuran-2-carboxaldehyde,Corralejo Reposado,3,0.39183071966201977,0.539
Furans,5-methylfuran-2-carboxaldehyde,Corralejo Reposado,4,0.6483456197858601,0.539
Furans,5-methylfuran-2-carboxaldehyde,Corralejo Reposado,5,1.5266795657341983,0.539
Furans,5-methylfuran-2-carboxaldehyde,Avion Silver Reposado,1,1.0517694471032717,1.024
Furans,5-methylfuran-2-carboxaldehyde,Avion Silver Reposado,2,0.838774535188894,1.024
Furans,5-methylfuran-2-carboxaldehyde,Avion Silver Reposado,3,1.1987893523170245,1.024
Furans,5-methylfuran-2-carboxaldehyde,Avion Silver Reposado,4,1.1330006052616028,1.024
Furans,5-methylfuran-2-carboxaldehyde,Avion Silver Reposado,5,1.0129254431567123,1.024
Furans,Furan-2-carboxaldehyde,Cazadores Anejo,1,0.9744107192273067,0.908
Furans,Furan-2-carboxaldehyde,Cazadores Anejo,2,0.4702332132658222,0.908
Furans,Furan-2-carboxaldehyde,Cazadores Anejo,3,1.092585909110825,0.908
Furans,Furan-2-carboxaldehyde,Cazadores Anejo,4,0.8294750307848626,0.908
Furans,Furan-2-carboxaldehyde,Cazadores Anejo,5,1.2365956428391158,0.908
Furans,Furan-2-carboxaldehyde,El Jimador Anejo,1,1.1427020391991027,1.53
Furans,Furan-2-carboxaldehyde,El Jimador Anejo,2,1.5471563167986075,1.53
Furans,Furan-2-carboxaldehyde,El Jimador Anejo,3,0.8692762823804593,1.53
Furans,Furan-2-carboxaldehyde,El Jimador Anejo,4,1.9333476705066905,1.53
Furans,Furan-2-carboxaldehyde,El Jimador Anejo,5,1.5681448999508905,1.53
Furans,Furan-2-carboxaldehyde,Cabo Wabo Blanco,1,2.096825084236526,2.072
Furans,Furan-2-carboxaldehyde,Cabo Wabo Blanco,2,1.7046829661951577,2.072
Furans,Furan-2-carboxaldehyde,Cabo Wabo Blanco,3,2.05046140319628,2.072
Furans,Furan-2-carboxaldehyde,Cabo Wabo Blanco,4,1.9418994465496855,2.072
Furans,Furan-2-carboxaldehyde,Cabo Wabo Blanco,5,1.9865245841780321,2.072
Furans,Furan-2-carboxaldehyde,Don Julio Blanco,1,0.8277810495270876,1.876
