cultivar,treatment,chromatography,metabolite,m_z,log_abundance
Semillon,dry,LC/MS,Tryptophan,203.0829,4.948344804
Semillon,well_watered,LC/MS,Tryptophan,203.0829,5.101013111
Cabernet_Sauvignon,dry,LC/MS,Viniferin1,453.1344,2.473778734
Cabernet_Sauvignon,well_watered,LC/MS,Viniferin1,453.1344,2.712229415
Merlot,dry,LC/MS,Viniferin1,453.1344,2.995434748
Merlot,well_watered,LC/MS,Viniferin1,453.1344,2.451499024
Pinot_Noir,dry,LC/MS,Viniferin1,453.1344,3.963605399
Pinot_Noir,well_watered,LC/MS,Viniferin1,453.1344,4.044183899
Chardonnay,dry,LC/MS,Viniferin1,453.1344,2.077319807
Chardonnay,well_watered,LC/MS,Viniferin1,453.1344,1.955479051
Semillon,dry,LC/MS,Viniferin1,453.1344,1.604093318
Semillon,well_watered,LC/MS,Viniferin1,453.1344,2.037286354
Cabernet_Sauvignon,dry,LC/MS,Viniferin2,453.1336,1.268680036
Cabernet_Sauvignon,well_watered,LC/MS,Viniferin2,453.1336,2.465137984
Merlot,dry,LC/MS,Viniferin2,453.1336,3.200236517
Merlot,well_watered,LC/MS,Viniferin2,453.1336,3.342633994
Pinot_Noir,dry,LC/MS,Viniferin2,453.1336,3.594023569
Pinot_Noir,well_watered,LC/MS,Viniferin2,453.1336,3.802454288
Chardonnay,dry,LC/MS,Viniferin2,453.1336,0.88775782
Chardonnay,well_watered,LC/MS,Viniferin2,453.1336,0.925265555
Semillon,dry,LC/MS,Viniferin2,453.1336,1.216966108
Semillon,well_watered,LC/MS,Viniferin2,453.1336,2.146081105
