peak_start,peak_end,peak_ID,path_to_cdf_csv,area,peak_number_within_sample,rt_offset,peak_start_rt_offset,peak_end_rt_offset,PCB_number,Bioprospector,State,Plant_Common_Name,October_11th_15th,Composition,Genus,Species,Organ,Date,GC_sample_present,GC_success,Injection_volume_uL,Notes,Rerun,...16,percent_area
2429.524,2448.893,unknown ,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_217/PCB_217.CDF.csv,604136.6301,5,0,2429.524,2448.893,PCB_217,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,10.19207114
1340.256,1349.431,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_219/PCB_219.CDF.csv,197180.6176,1,0,1340.256,1349.431,PCB_219,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,3.881883182
1471.765,1481.45,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_219/PCB_219.CDF.csv,388777.0892,2,0,1471.765,1481.45,PCB_219,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,7.653831608
1603.784,1615.507,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_219/PCB_219.CDF.csv,215895.2293,3,0,1603.784,1615.507,PCB_219,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,4.250316636
1728.156,1747.526,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_219/PCB_219.CDF.csv,4277656.375,4,0,1728.156,1747.526,PCB_219,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,84.21396857
2369.032,2384.131,21-heneicosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_22/PCB_22.CDF.csv,18672290.74,1,0,2369.032,2384.131,PCB_22,Robyn Klein,MT,Ginkgo,,10-nonacosanol_(100%),Ginkgo,biloba,stem,2019-08-06 00:00:00,1,good,,,,,20.63168871
2383.628,2396.211,29-nonacosan-10-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_22/PCB_22.CDF.csv,71830677.79,2,0,2383.628,2396.211,PCB_22,Robyn Klein,MT,Ginkgo,,10-nonacosanol_(100%),Ginkgo,biloba,stem,2019-08-06 00:00:00,1,good,,,,,79.36831129
2041.632,2050.807,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_220/PCB_220.CDF.csv,3131957.807,1,0,2041.632,2050.807,PCB_220,,MO,Rattlesnake Master,,,Eryngium,yuccifolium,,,,good,1,,,,96.08694625
2270.498,2287.319,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_220/PCB_220.CDF.csv,127546.1414,2,0,2270.498,2287.319,PCB_220,,MO,Rattlesnake Master,,,Eryngium,yuccifolium,,,,good,1,,,,3.913053748
2226.152,2252.148,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,241897960.3,1,0,2226.152,2252.148,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,82.88532794
2253.677,2263.872,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,3032722.82,2,0,2253.677,2263.872,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,1.039149835
2274.066,2285.28,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,26076567.42,3,0,2274.066,2285.28,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,8.935027145
2285.28,2292.926,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,14408982.06,4,0,2285.28,2292.926,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,4.93717765
2312.296,2321.471,alpha-amyrin ,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,3914485.258,5,0,2312.296,2321.471,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,1.341282059
2373.462,2383.147,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_221/PCB_221.CDF.csv,2515820.386,6,0,2373.462,2383.147,PCB_221,Dien Nguyen,MN,,,,Kalanchoe,luciae,adaxial leaf,2021-07-14 00:00:00,,good,1,,,95,0.86203537
2228.188,2245.009,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,132514936.5,1,0,2228.188,2245.009,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,83.51580317
2252.145,2259.281,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,1804043.911,2,0,2252.145,2259.281,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,1.136975047
2273.044,2280.689,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,15599855.7,3,0,2273.044,2280.689,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,9.831604744
2281.199,2285.787,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,5143663.59,4,0,2281.199,2285.787,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,3.24172661
2310.253,2321.467,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,1535922.82,5,0,2310.253,2321.467,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,0.9679952411
2372.44,2382.634,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_222/PCB_222.CDF.csv,2072070.33,6,0,2372.44,2382.634,PCB_222,Dien Nguyen,MN,,,,Kalanchoe,luciae,abaxial leaf,2021-07-14 00:00:00,,good,1,,,1,1.305895187
2224.63,2250.116,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,208825563.9,1,0,2224.63,2250.116,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,90.41877619
2251.136,2261.33,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,2794923.24,2,0,2251.136,2261.33,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,1.21016572
2273.054,2280.7,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,10868352.88,3,0,2273.054,2280.7,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,4.705856639
2281.21,2287.326,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,5479969.41,4,0,2281.21,2287.326,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,2.372756086
2311.283,2320.458,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,824711.5236,5,0,2311.283,2320.458,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,0.3570894543
2372.45,2381.625,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_223/PCB_223.CDF.csv,2160239.663,6,0,2372.45,2381.625,PCB_223,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,130,0.9353559158
2227.173,2253.168,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,304967830,1,0,2227.173,2253.168,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,89.24776722
2254.188,2259.795,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,2340143.477,2,0,2254.188,2259.795,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.6848347916
2273.557,2282.732,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,18540209.8,3,0,2273.557,2282.732,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,5.425727456
2283.242,2288.849,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,12006620.92,4,0,2283.242,2288.849,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,3.513695556
2312.296,2321.981,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,1286515.592,5,0,2312.296,2321.981,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.3764942816
2371.424,2381.109,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_224/PCB_224.CDF.csv,2567878.658,6,0,2371.424,2381.109,PCB_224,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.7514806946
2224.627,2240.939,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,51742299.23,1,0,2224.627,2240.939,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,88.97706993
2249.604,2256.74,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,856829.0147,2,0,2249.604,2256.74,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,1.473419935
2269.993,2278.658,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,3419624.891,3,0,2269.993,2278.658,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,5.880453857
2278.148,2282.736,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,1524704.45,4,0,2278.148,2282.736,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,2.621911598
2311.79,2317.397,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,219390.4218,5,0,2311.79,2317.397,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.377268061
2371.428,2379.074,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_225/PCB_225.CDF.csv,389549.315,6,0,2371.428,2379.074,PCB_225,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,adaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.6698766224
2225.652,2245.021,beta-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,69049317.49,1,0,2225.652,2245.021,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,88.92107595
2250.628,2256.745,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,1009406.297,2,0,2250.628,2256.745,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,1.299904145
2267.959,2278.663,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,4537321.166,3,0,2267.959,2278.663,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,5.843120463
2278.663,2283.76,alpha-amyrone,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,2195704.473,4,0,2278.663,2283.76,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,2.827608024
2311.795,2318.931,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,271865.3758,5,0,2311.795,2318.931,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.3501057303
2370.923,2382.137,lupeol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_226/PCB_226.CDF.csv,588749.1112,6,0,2370.923,2382.137,PCB_226,Dien Nguyen,MN,,,,Kalanchoe,thrysiflora,abaxial leaf,2021-07-14 00:00:00,,good,1,,,,0.7581856901
937.051,949.794,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,716281.0119,1,0,937.051,949.794,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,11.24503686
1121.571,1128.197,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,436158.1017,2,0,1121.571,1128.197,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,6.847332049
1307.62,1317.815,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,385936.4278,3,0,1307.62,1317.815,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,6.058892088
1496.728,1508.961,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,345810.1471,4,0,1496.728,1508.961,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,5.428941694
1678.189,1692.971,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,304726.1135,5,0,1678.189,1692.971,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,4.783955348
1852.515,1871.884,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,299081.429,6,0,1852.515,1871.884,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,4.695338334
2180.777,2197.598,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,275791.5235,7,0,2180.777,2197.598,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,4.329705515
2290.368,2306.679,glutinol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,3153278.364,8,0,2290.368,2306.679,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,49.50393887
2448.382,2464.693,friedelin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_227/PCB_227.CDF.csv,452689.3414,9,0,2448.382,2464.693,PCB_227,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,adaxial leaf,2021-07-20 00:00:00,,good,1,,,,7.106859242
2289.358,2302.611,glutinol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_228/PCB_228.CDF.csv,3199884.18,1,0,2289.358,2302.611,PCB_228,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,abaxial leaf,2021-07-20 00:00:00,,good,1,,,,85.98820742
2450.431,2462.154,friedelin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_228/PCB_228.CDF.csv,521421.655,2,0,2450.431,2462.154,PCB_228,Dien Nguyen,MN,,,,Kalanchoe,fedtschenkoi,abaxial leaf,2021-07-20 00:00:00,,good,1,,,,14.01179258
956.208,970.805,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,1063955.398,1,0,956.208,970.805,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,8.097182718
1228.504,1237.06,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,583286.5616,2,0,1228.504,1237.06,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,4.439075055
2042.872,2056.462,26-hexacosanal,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,858879.2205,3,0,2042.872,2056.462,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,6.536460076
2214.504,2228.094,26-hexacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,4215589.013,4,0,2214.504,2228.094,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,32.08254272
2464.653,2475.726,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,721633.604,5,0,2464.653,2475.726,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,5.49195874
2711.782,2725.875,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,1435839.935,6,0,2711.782,2725.875,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,10.92739257
2729.398,2742.485,alpha-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_23/PCB_23.CDF.csv,4260638.29,7,0,2729.398,2742.485,PCB_23,Robyn Klein,MT,Wild bergamot,,"alpha-amyrin_(50%),hexacosanol_(50%)",Monarda,fistulosa,stem,2019-08-06 00:00:00,1,good,,,,,32.42538813
2212.498,2234.14,26-hexacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_24/PCB_24.CDF.csv,22987889.4,1,0,2212.498,2234.14,PCB_24,Robyn Klein,MT,Lauren's grape,,10-nonacosanol_(100%),Papaver,somniferum,stem,2019-08-06 00:00:00,1,good,,,,,10.20519696
2382.116,2403.758,29-nonacosan-10-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_24/PCB_24.CDF.csv,202268805.7,2,0,2382.116,2403.758,PCB_24,Robyn Klein,MT,Lauren's grape,,10-nonacosanol_(100%),Papaver,somniferum,stem,2019-08-06 00:00:00,1,good,,,,,89.79480304
2310.139,2326.748,26-cerotic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_25/PCB_25.CDF.csv,10257414.59,1,0,2310.139,2326.748,PCB_25,Lucas Busta,NE,Crassula,,fatty acids_(100%),Crassula,deceptrix,leaf,2019-09-10 00:00:00,1,good,,,,,16.57634319
2395.199,2413.319,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_25/PCB_25.CDF.csv,4681747.823,2,0,2395.199,2413.319,PCB_25,Lucas Busta,NE,Crassula,,fatty acids_(100%),Crassula,deceptrix,leaf,2019-09-10 00:00:00,1,good,,,,,7.565869345
2555.255,2573.374,28-montanic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_25/PCB_25.CDF.csv,38207488.78,3,0,2555.255,2573.374,PCB_25,Lucas Busta,NE,Crassula,,fatty acids_(100%),Crassula,deceptrix,leaf,2019-09-10 00:00:00,1,good,,,,,61.74464731
2789.801,2801.377,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_25/PCB_25.CDF.csv,8733188.505,4,0,2789.801,2801.377,PCB_25,Lucas Busta,NE,Crassula,,fatty acids_(100%),Crassula,deceptrix,leaf,2019-09-10 00:00:00,1,good,,,,,14.11314016
949.667,962.753,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,3136726.384,1,0,949.667,962.753,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,4.373553359
1218.439,1228.505,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,2324485.044,2,0,1218.439,1228.505,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,3.241041178
1447.952,1460.031,24-tetracosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,3628520.532,3,0,1447.952,1460.031,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,5.059264412
2138.504,2158.637,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,3698437.248,4,0,2138.504,2158.637,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,5.15674964
2390.667,2412.309,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,9906884.548,5,0,2390.667,2412.309,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,13.81321891
2454.085,2466.165,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,5309975.5,6,0,2454.085,2466.165,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,7.403725522
2629.743,2653.902,33-tritriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,32557326.44,7,0,2629.743,2653.902,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,45.39484386
2864.793,2877.879,35-pentatriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_26/PCB_26.CDF.csv,11157962.45,8,0,2864.793,2877.879,PCB_26,Lucas Busta,NE,Jade necklace,,alkanes_(100%),Crassula,marneriana,leaf,2019-09-10 00:00:00,1,good,,,,,15.55760311
945.145,962.761,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_27/PCB_27.CDF.csv,3928020.98,1,0,945.145,962.761,PCB_27,Lucas Busta,NE,,,alkanes_(100%),Crassula,oblique,leaf,2019-09-10 00:00:00,1,good,,,,,3.197677906
1216.937,1227.507,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_27/PCB_27.CDF.csv,2775242.961,2,0,1216.937,1227.507,PCB_27,Lucas Busta,NE,,,alkanes_(100%),Crassula,oblique,leaf,2019-09-10 00:00:00,1,good,,,,,2.259237704
2395.205,2416.847,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_27/PCB_27.CDF.csv,28787535.41,3,0,2395.205,2416.847,PCB_27,Lucas Busta,NE,,,alkanes_(100%),Crassula,oblique,leaf,2019-09-10 00:00:00,1,good,,,,,23.435024
2634.281,2655.924,33-tritriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_27/PCB_27.CDF.csv,77433284.98,4,0,2634.281,2655.924,PCB_27,Lucas Busta,NE,,,alkanes_(100%),Crassula,oblique,leaf,2019-09-10 00:00:00,1,good,,,,,63.03599339
2864.801,2877.887,35-pentatriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_27/PCB_27.CDF.csv,9915710.542,5,0,2864.801,2877.887,PCB_27,Lucas Busta,NE,,,alkanes_(100%),Crassula,oblique,leaf,2019-09-10 00:00:00,1,good,,,,,8.072066998
944.64,961.25,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,3303881.809,1,0,944.64,961.25,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,3.385516061
1215.929,1228.512,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,2433493.899,2,0,1215.929,1228.512,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,2.493622095
2393.19,2412.819,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,32188339.8,3,0,2393.19,2412.819,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,32.9836682
2689.644,2702.227,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,8060661.25,4,0,2689.644,2702.227,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,8.259828802
2785.778,2801.884,30-melissic aicd/32-dotriacontanal,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,20044629.92,5,0,2785.778,2801.884,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,20.53990441
2914.628,2931.237,32-dotriacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,20640566.53,6,0,2914.628,2931.237,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,21.15056577
3023.344,3039.451,32-lacceroic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_28/PCB_28.CDF.csv,10917147.38,7,0,3023.344,3039.451,PCB_28,Lucas Busta,NE,,,"aldehyde, alcohol, alkane",Crassula,ovata,leaf,2019-09-10 00:00:00,1,good,,,,,11.18689466
